path,ex0,ey0,ex1,ey1,ex2,ey2,ex3,ey3,ex4,ey4,ex5,ey5,lane
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000829.jpg,0.861,0.266,1.686,0.594,2.461,1.011,3.186,1.517,3.898,2.086,4.535,2.706,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000830.jpg,0.744,0.289,1.601,0.641,2.383,1.045,3.116,1.538,3.801,2.121,4.448,2.730,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000831.jpg,0.847,0.379,1.609,0.732,2.425,1.159,3.129,1.667,3.824,2.238,4.445,2.863,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000832.jpg,0.862,0.448,1.658,0.823,2.409,1.289,3.151,1.819,3.820,2.404,4.453,3.017,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000833.jpg,0.785,0.484,1.590,0.840,2.351,1.289,3.069,1.830,3.752,2.399,4.363,3.025,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000834.jpg,0.809,0.549,1.653,0.918,2.391,1.375,3.124,1.896,3.787,2.476,4.415,3.085,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000835.jpg,0.744,0.566,1.564,0.942,2.315,1.378,3.028,1.908,3.707,2.469,4.351,3.060,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000836.jpg,0.659,0.531,1.458,0.908,2.256,1.351,2.987,1.856,3.685,2.392,4.318,2.991,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293407_000837.jpg,0.718,0.572,1.565,0.948,2.316,1.357,3.037,1.863,3.758,2.434,4.415,3.006,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293408_000838.jpg,0.829,0.610,1.629,0.948,2.403,1.384,3.148,1.854,3.862,2.359,4.517,2.932,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293408_000839.jpg,0.739,0.556,1.591,0.883,2.386,1.281,3.152,1.714,3.861,2.220,4.571,2.725,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293408_000840.jpg,0.723,0.475,1.565,0.793,2.380,1.147,3.142,1.576,3.878,2.042,4.614,2.509,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293408_000841.jpg,0.798,0.447,1.656,0.715,2.467,1.059,3.253,1.443,3.991,1.903,4.753,2.325,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293408_000842.jpg,0.754,0.384,1.603,0.645,2.431,0.947,3.236,1.288,3.997,1.709,4.781,2.090,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293408_000843.jpg,0.887,0.366,1.749,0.586,2.570,0.887,3.370,1.230,4.171,1.573,4.952,1.956,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000848.jpg,0.792,0.183,1.652,0.338,2.488,0.581,3.336,0.780,4.171,1.023,4.994,1.309,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000849.jpg,0.891,0.192,1.743,0.373,2.595,0.554,3.436,0.779,4.276,1.004,5.104,1.274,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000850.jpg,0.800,0.201,1.655,0.368,2.509,0.536,3.353,0.747,4.186,1.003,4.985,1.204,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000851.jpg,0.853,0.192,1.700,0.388,2.558,0.541,3.405,0.738,4.242,0.979,5.090,1.176,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000852.jpg,0.941,0.230,1.801,0.367,2.652,0.548,3.503,0.729,4.344,0.955,5.150,1.127,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000853.jpg,0.851,0.224,1.714,0.346,2.568,0.511,3.413,0.722,4.222,0.880,5.076,1.045,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000854.jpg,0.898,0.242,1.762,0.347,2.619,0.498,3.468,0.694,4.325,0.844,5.136,0.987,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000855.jpg,0.781,0.227,1.648,0.316,2.508,0.450,3.360,0.629,4.220,0.762,5.034,0.889,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293409_000856.jpg,0.852,0.191,1.714,0.308,2.570,0.470,3.387,0.580,4.249,0.697,5.111,0.813,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000857.jpg,0.900,0.191,1.764,0.293,2.622,0.440,3.486,0.541,4.305,0.637,5.169,0.739,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000858.jpg,0.807,0.187,1.672,0.279,2.532,0.416,3.397,0.508,4.217,0.595,5.082,0.687,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000859.jpg,0.895,0.208,1.756,0.339,2.576,0.420,3.442,0.506,4.308,0.592,5.128,0.673,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000860.jpg,0.909,0.214,1.772,0.336,2.638,0.413,3.459,0.486,4.326,0.563,5.192,0.640,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000861.jpg,0.815,0.209,1.678,0.323,2.546,0.392,3.367,0.457,4.234,0.526,5.056,0.591,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000863.jpg,0.759,0.249,1.627,0.302,2.495,0.355,3.318,0.405,4.186,0.458,5.057,0.466,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000864.jpg,0.818,0.248,1.687,0.292,2.510,0.334,3.379,0.378,4.202,0.420,5.073,0.419,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000865.jpg,0.832,0.240,1.701,0.275,2.570,0.311,3.394,0.345,4.265,0.335,5.134,0.370,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293410_000866.jpg,0.891,0.230,1.715,0.256,2.584,0.283,3.453,0.310,4.324,0.291,5.194,0.318,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000867.jpg,0.794,0.220,1.618,0.239,2.487,0.260,3.311,0.280,4.182,0.255,5.096,0.322,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000868.jpg,0.803,0.230,1.672,0.251,2.496,0.272,3.367,0.248,4.237,0.270,5.105,0.337,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000869.jpg,0.811,0.239,1.680,0.262,2.550,0.284,3.421,0.260,4.290,0.283,5.159,0.350,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000870.jpg,0.892,0.248,1.762,0.270,2.585,0.290,3.456,0.267,4.325,0.334,5.240,0.357,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000871.jpg,0.791,0.244,1.615,0.261,2.486,0.234,3.355,0.253,4.224,0.317,5.138,0.382,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000872.jpg,0.830,0.226,1.700,0.235,2.570,0.199,3.440,0.208,4.310,0.263,5.225,0.318,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000873.jpg,0.915,0.206,1.739,0.207,2.609,0.162,3.478,0.209,4.394,0.210,5.310,0.302,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000874.jpg,0.925,0.182,1.794,0.129,2.664,0.121,3.534,0.160,4.451,0.198,5.321,0.281,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293411_000875.jpg,0.826,0.158,1.695,0.097,2.565,0.082,3.436,0.113,4.352,0.142,5.223,0.218,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000876.jpg,0.864,0.131,1.732,0.062,2.603,0.085,3.518,0.061,4.436,0.128,5.309,0.242,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000877.jpg,0.947,0.053,1.816,0.022,2.687,0.037,3.604,0.050,4.476,0.111,5.396,0.215,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000878.jpg,0.846,0.025,1.715,-0.014,2.586,-0.007,3.503,-0.001,4.376,0.051,5.253,0.195,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000879.jpg,0.854,-0.013,1.725,-0.014,2.640,-0.064,3.559,-0.022,4.435,0.068,5.313,0.203,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000880.jpg,0.936,-0.043,1.807,-0.048,2.724,-0.055,3.598,-0.014,4.520,0.070,5.358,0.296,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000881.jpg,0.835,-0.050,1.706,-0.053,2.623,-0.058,3.496,-0.015,4.375,0.118,5.259,0.343,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000882.jpg,0.019,-0.904,0.017,-1.775,-0.031,-2.644,-0.125,-3.510,-0.173,-4.379,-0.221,-5.247,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000883.jpg,0.923,-0.043,1.840,-0.048,2.713,-0.005,3.635,0.081,4.473,0.309,5.311,0.536,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000884.jpg,0.819,-0.053,1.736,-0.058,2.610,-0.015,3.489,0.119,4.372,0.344,5.213,0.617,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293412_000885.jpg,0.026,-0.864,0.021,-1.781,0.018,-2.652,-0.030,-3.520,-0.123,-4.386,-0.171,-5.255,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293413_000886.jpg,0.980,-0.048,1.853,-0.005,2.775,0.082,3.613,0.309,4.451,0.537,5.251,0.904,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293413_000887.jpg,0.008,-0.944,0.005,-1.816,0.001,-2.732,-0.002,-3.603,-0.050,-4.472,-0.143,-5.338,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293413_000888.jpg,0.927,-0.033,1.803,0.056,2.681,0.190,3.522,0.463,4.319,0.785,5.119,1.152,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293413_000889.jpg,0.962,-0.005,1.884,0.081,2.721,0.309,3.559,0.537,4.359,0.904,5.118,1.365,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293413_000891.jpg,0.910,0.056,1.789,0.191,2.629,0.464,3.427,0.786,4.226,1.153,4.988,1.660,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293413_000892.jpg,0.990,0.081,1.828,0.310,2.666,0.538,3.465,0.905,4.224,1.366,4.940,1.875,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293414_000897.jpg,0.914,0.267,1.731,0.535,2.554,0.848,3.348,1.302,4.056,1.812,4.724,2.374,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293414_000899.jpg,0.887,0.295,1.720,0.579,2.522,0.960,3.240,1.400,3.973,1.931,4.623,2.521,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293414_000900.jpg,0.765,0.318,1.603,0.585,2.412,0.951,3.148,1.422,3.891,1.938,4.515,2.568,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293414_000903.jpg,0.795,0.365,1.631,0.662,2.403,1.071,3.187,1.523,3.861,2.100,4.535,2.676,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000905.jpg,0.751,0.386,1.579,0.678,2.379,1.028,3.166,1.479,3.881,2.003,4.525,2.600,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000906.jpg,0.872,0.350,1.687,0.665,2.518,1.022,3.255,1.515,3.992,2.008,4.678,2.620,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000907.jpg,0.947,0.338,1.776,0.613,2.559,1.009,3.361,1.447,4.099,1.963,4.772,2.560,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000908.jpg,0.845,0.322,1.685,0.561,2.525,0.901,3.305,1.324,4.023,1.829,4.722,2.395,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000909.jpg,0.763,0.241,1.635,0.482,2.450,0.808,3.270,1.236,4.010,1.709,4.692,2.267,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000910.jpg,0.868,0.229,1.712,0.452,2.566,0.778,3.342,1.152,4.089,1.652,4.822,2.215,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000911.jpg,0.912,0.180,1.792,0.401,2.622,0.712,3.404,1.112,4.174,1.576,4.895,2.130,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000912.jpg,0.851,0.115,1.703,0.327,2.573,0.640,3.370,1.008,4.122,1.468,4.866,1.992,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000913.jpg,0.943,0.108,1.830,0.327,2.646,0.603,3.448,1.008,4.245,1.477,4.970,2.004,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293415_000914.jpg,0.815,0.067,1.709,0.252,2.565,0.532,3.383,0.907,4.131,1.342,4.871,1.907,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293416_000918.jpg,0.989,0.021,1.841,0.233,2.666,0.543,3.494,0.918,4.261,1.361,5.001,1.903,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293416_000922.jpg,0.967,-0.125,1.828,0.065,2.676,0.357,3.473,0.724,4.282,1.155,5.040,1.663,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293416_000923.jpg,0.038,-0.949,0.196,-1.816,0.252,-2.693,0.230,-3.617,0.121,-4.488,-0.090,-5.368,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293416_000924.jpg,0.915,-0.210,1.804,-0.019,2.648,0.251,3.508,0.584,4.301,1.036,5.053,1.466,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000925.jpg,0.975,-0.246,1.850,-0.048,2.681,0.232,3.533,0.573,4.341,0.995,5.110,1.396,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000926.jpg,0.884,-0.262,1.763,-0.086,2.602,0.173,3.441,0.534,4.219,0.916,5.038,1.318,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000927.jpg,0.909,-0.277,1.774,-0.085,2.661,0.168,3.491,0.546,4.280,0.905,5.050,1.306,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000928.jpg,0.791,-0.306,1.660,-0.137,2.536,0.135,3.376,0.491,4.174,0.829,4.955,1.210,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000929.jpg,0.913,-0.284,1.768,-0.084,2.630,0.217,3.433,0.544,4.278,0.888,5.004,1.282,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000930.jpg,0.922,-0.254,1.823,-0.054,2.674,0.274,3.483,0.585,4.275,0.940,5.009,1.320,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000931.jpg,0.831,-0.275,1.719,-0.049,2.577,0.263,3.391,0.560,4.190,0.900,4.930,1.267,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000932.jpg,1.057,-0.194,1.936,0.055,2.758,0.332,3.564,0.652,4.371,0.973,5.076,1.308,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293417_000933.jpg,0.067,-0.829,0.287,-1.716,0.407,-2.585,0.439,-3.481,0.384,-4.404,0.271,-5.296,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000934.jpg,1.017,-0.222,1.897,0.019,2.733,0.248,3.545,0.565,4.281,0.814,5.005,1.107,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000935.jpg,0.079,-0.857,0.296,-1.744,0.424,-2.652,0.452,-3.537,0.391,-4.444,0.274,-5.318,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000936.jpg,0.819,-0.261,1.666,-0.077,2.504,0.152,3.341,0.380,4.079,0.634,4.818,0.888,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000937.jpg,0.903,-0.266,1.756,-0.112,2.601,0.088,3.392,0.325,4.139,0.553,4.849,0.729,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000938.jpg,0.945,-0.302,1.848,-0.172,2.648,0.035,3.448,0.242,4.209,0.397,4.919,0.591,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000939.jpg,0.824,-0.368,1.681,-0.233,2.538,-0.098,3.300,0.073,4.062,0.245,4.783,0.366,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000940.jpg,0.910,-0.417,1.771,-0.312,2.584,-0.164,3.352,-0.019,4.077,0.077,4.799,0.218,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000941.jpg,0.995,-0.481,1.813,-0.361,2.630,-0.241,3.404,-0.169,4.130,-0.052,4.811,0.063,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000942.jpg,0.850,-0.497,1.717,-0.445,2.491,-0.349,3.266,-0.252,3.996,-0.201,4.680,-0.105,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293418_000943.jpg,0.934,-0.556,1.757,-0.479,2.534,-0.401,3.264,-0.368,3.996,-0.289,4.682,-0.209,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000944.jpg,0.836,-0.558,1.613,-0.540,2.391,-0.476,3.169,-0.412,3.855,-0.391,4.542,-0.324,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000945.jpg,0.873,-0.607,1.652,-0.556,2.431,-0.504,3.162,-0.496,3.850,-0.440,4.538,-0.383,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000946.jpg,0.702,-0.592,1.525,-0.597,2.259,-0.550,2.993,-0.504,3.679,-0.500,4.322,-0.448,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000947.jpg,0.740,-0.628,1.520,-0.589,2.300,-0.550,2.986,-0.551,3.675,-0.506,4.315,-0.503,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000948.jpg,0.542,-0.624,0.584,-1.359,0.574,-2.181,0.610,-3.007,0.598,-3.874,0.539,-4.739,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000949.jpg,0.769,-0.576,1.500,-0.579,2.235,-0.536,2.924,-0.489,3.564,-0.486,4.204,-0.482,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000950.jpg,0.806,-0.598,1.540,-0.555,2.229,-0.509,2.915,-0.508,3.558,-0.459,4.199,-0.455,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000951.jpg,0.907,-0.580,1.641,-0.537,2.330,-0.490,2.971,-0.487,3.611,-0.484,4.254,-0.434,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293419_000952.jpg,0.780,-0.547,1.466,-0.546,2.155,-0.500,2.795,-0.496,3.439,-0.447,4.033,-0.440,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000953.jpg,0.769,-0.565,1.458,-0.519,2.147,-0.472,2.787,-0.469,3.382,-0.462,4.025,-0.413,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000954.jpg,0.756,-0.552,1.446,-0.510,2.086,-0.510,2.726,-0.510,3.370,-0.465,3.965,-0.462,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000955.jpg,0.575,-0.587,1.265,-0.553,1.905,-0.561,2.549,-0.523,3.144,-0.527,3.739,-0.531,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000956.jpg,0.700,-0.593,1.344,-0.560,1.984,-0.572,2.629,-0.539,3.223,-0.547,3.818,-0.555,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000957.jpg,0.801,-0.581,1.445,-0.547,2.085,-0.558,2.680,-0.565,3.279,-0.526,3.874,-0.533,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000958.jpg,0.656,-0.545,1.296,-0.556,1.891,-0.562,2.535,-0.527,3.130,-0.534,3.679,-0.536,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000959.jpg,0.531,-0.709,0.524,-1.303,0.514,-1.944,0.545,-2.633,0.576,-3.323,0.558,-4.054,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000960.jpg,0.530,-0.497,0.523,-1.092,0.513,-1.732,0.548,-2.376,0.534,-3.062,0.565,-3.751,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000961.jpg,0.607,-0.577,1.251,-0.542,1.846,-0.549,2.440,-0.555,2.994,-0.512,3.588,-0.518,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293420_000962.jpg,0.596,-0.556,1.191,-0.562,1.790,-0.523,2.385,-0.529,2.934,-0.531,3.529,-0.538,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000963.jpg,0.767,-0.550,1.361,-0.557,1.960,-0.517,2.555,-0.524,3.104,-0.526,3.699,-0.532,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000964.jpg,0.587,-0.563,1.185,-0.523,1.780,-0.530,2.330,-0.532,2.924,-0.538,3.478,-0.494,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000965.jpg,0.502,-0.537,1.097,-0.543,1.691,-0.549,2.245,-0.506,2.839,-0.512,3.389,-0.514,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000966.jpg,0.718,-0.535,1.267,-0.537,1.862,-0.543,2.415,-0.500,3.010,-0.506,3.559,-0.508,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000967.jpg,0.491,-0.543,1.086,-0.549,1.640,-0.506,2.234,-0.512,2.784,-0.513,3.378,-0.519,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000968.jpg,0.571,-0.530,1.120,-0.531,1.715,-0.537,2.268,-0.493,2.863,-0.499,3.412,-0.501,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000969.jpg,0.743,-0.513,1.293,-0.512,1.887,-0.515,2.441,-0.469,2.990,-0.468,3.585,-0.471,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000970.jpg,0.523,-0.495,1.118,-0.490,1.670,-0.437,2.265,-0.433,2.814,-0.425,3.364,-0.418,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293421_000971.jpg,0.605,-0.454,1.154,-0.441,1.749,-0.431,2.301,-0.372,2.850,-0.359,3.445,-0.349,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000972.jpg,0.546,-0.449,1.097,-0.385,1.692,-0.370,2.241,-0.352,2.790,-0.335,3.387,-0.273,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000973.jpg,0.515,-0.409,1.064,-0.390,1.659,-0.372,2.210,-0.307,2.759,-0.288,3.353,-0.271,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000974.jpg,0.320,-0.574,0.339,-1.123,0.357,-1.672,0.373,-2.267,0.438,-2.818,0.454,-3.413,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000975.jpg,0.285,-0.641,0.304,-1.191,0.368,-1.742,0.385,-2.336,0.403,-2.885,0.420,-3.480,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000976.jpg,0.258,-0.570,0.320,-1.167,0.339,-1.716,0.357,-2.265,0.374,-2.860,0.438,-3.411,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000977.jpg,0.620,-0.356,1.215,-0.344,1.764,-0.329,2.361,-0.271,2.956,-0.259,3.553,-0.201,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000978.jpg,0.528,-0.394,1.125,-0.344,1.675,-0.335,2.270,-0.330,2.867,-0.279,3.462,-0.274,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000979.jpg,0.319,-0.453,0.323,-1.002,0.368,-1.601,0.372,-2.150,0.375,-2.699,0.375,-3.294,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000980.jpg,0.607,-0.394,1.201,-0.400,1.800,-0.360,2.395,-0.366,2.994,-0.326,3.588,-0.332,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293422_000981.jpg,0.545,-0.434,1.144,-0.400,1.738,-0.411,2.337,-0.376,2.932,-0.388,3.577,-0.358,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000982.jpg,0.489,-0.417,1.084,-0.431,1.683,-0.398,2.277,-0.411,2.877,-0.379,3.517,-0.396,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000983.jpg,0.633,-0.412,1.232,-0.378,1.827,-0.390,2.467,-0.406,3.111,-0.377,3.752,-0.393,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000984.jpg,0.714,-0.402,1.308,-0.414,1.907,-0.379,2.547,-0.395,3.192,-0.366,3.877,-0.386,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000985.jpg,0.562,-0.416,1.161,-0.382,1.756,-0.393,2.401,-0.363,3.041,-0.379,3.685,-0.350,0
/home/autolab/VLA_simulation/lora_pipeline/manual_demos/images/man_L0_1780293423_000986.jpg,0.374,-0.673,0.358,-1.314,0.347,-1.908,0.381,-2.507,0.374,-3.057,0.408,-3.656,0
